Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,Index,International Securities Identification Number
DHANI,DHANI SERVICES LTD,61.36,INR,0.9376542194439879,2443443,0.9433548434322583,36972171802,INR,,-2.4899,INR,69.476794076544,0,Finance,,"Nifty MicroCap 250, Nifty Total Market",INE274G01010
DHANUKA,DHANUKA AGRITECH LTD,1263.6,INR,-0.8980039998431469,153601,2.323390918565376,57670254778,INR,20.47419904175045,61.7167,INR,14.823049187525816,1.10645696672726,Process industries,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE435G01025
DISHTV,DISH TV INDIA LTD.,6.44,INR,3.536977491961425,65651103,3.3170648645607823,11857676048,INR,,-11.2704,INR,-22.247893007061272,0,Communications,,"Nifty Media, Nifty MicroCap 250, Nifty Total Market",INE836F01026
DIVISLAB,DIVI S LABORATORIES LTD,5797.35,INR,-0.4251043437934765,537097,2.1144585522865884,1538536301016,INR,74.456444261215,77.8623,INR,49.46098887809674,0.517638533012397,Health technology,Neutral,"Nifty 500, Nifty Next 50, Nifty Pharma, Nifty Healthcare, Nifty 200, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty India Manufacturing, Nifty LargeMidCap 250",INE361B01024
DIXON,DIXON TECHNO (INDIA) LTD,14056.8,INR,1.0866047735820457,256973,0.8517438719372944,844377517707,INR,106.57924067370986,131.8906,INR,124.01496030627186,0.0355760473588342,Electronic technology,Neutral,"Nifty 500, Nifty Consumer Durables, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty India Manufacturing, Nifty LargeMidCap 250",INE935N01020
DLF,DLF LTD,695.9,INR,0.23044793317010268,7145524,2.066510618236994,1724673303955,INR,42.99819579348014,16.1844,INR,68.58047581350777,0.717617509867241,Finance,Strong buy,"Nifty 500, Nifty Next 50, Nifty Realty, Nifty Infrastructure, Nifty 200, Nifty India Consumption, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE271C01023
DMART,AVENUE SUPERMARTS LTD,3892.2,INR,0.20080321285139857,431562,0.7278697814680449,2535776511755,INR,93.31575161831694,41.71,INR,11.703267273701117,0,Retail trade,Neutral,"Nifty 500, Nifty Next 50, Nifty 200, Nifty India Consumption, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE192R01011
DODLA,DODLA DAIRY LTD,1148.3,INR,-1.038479769035201,29082,0.4020710488659694,69250292712,INR,28.94149196251695,39.6766,INR,67.20016856300042,0.261346807213172,Consumer non-durables,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE021O01019
DOMS,DOMS INDUSTRIES LTD,2972.3,INR,2.8530892606882805,826236,3.65713486458302,180332112774,INR,90.61116733937348,32.8028,INR,,0.0841325929665152,Producer manufacturing,Strong buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE321T01012
DREAMFOLKS,DREAMFOLKS SERVICES LTD,233.4,INR,-0.6808510638297848,340936,0.7460592035800058,12435849385,INR,18.627294493216283,12.53,INR,-10.17921146953405,0.856714499892911,Transportation,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE0JS101016
DRREDDY,DR. REDDY S LABORATORIES,1200.15,INR,1.0908018867924565,2313824,1.545989365804157,1000270408327,INR,18.652088772845957,64.344,INR,2.6940755873340065,0.667055782539815,Health technology,Neutral,"Nifty 50, Nifty 500, Nifty Pharma, Nifty Healthcare, Nifty 200, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty 50 Equal Weight, Nifty LargeMidCap 250",INE089A01031
DYNAMATECH,DYNAMATIC TECHNOLOGIES,6562.35,INR,4.061875614474653,27450,1.6544317072288721,44678186735,INR,53.019065485799054,123.7734,INR,-1.3322215543753968,0.106405618216642,Producer manufacturing,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE221B01012
EASEMYTRIP,EASY TRIP PLANNERS LTD,13.54,INR,2.965779467680599,71696945,1.278692473423457,48022302275,INR,62.94746629474662,0.2151,INR,-49.77819285547513,0.3690036900369,Consumer services,,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE07O001026
ECLERX,ECLERX SERVICES LTD,2749.3,INR,4.903083028083028,117567,1.8725362308453164,130852658544,INR,25.699196111422697,106.98,INR,2.32424677187949,0.0364152798514257,Commercial services,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE738I01010
EDELWEISS,EDELWEISS FIN SERV LTD,92.91,INR,5.591544493692467,3093129,1.1148376138957543,87924516390,INR,18.263843840301938,5.0871,INR,14.022189846464203,1.61359724612737,Finance,,"Nifty MicroCap 250, Nifty Total Market",INE532F01054
EICHERMOT,EICHER MOTORS LTD,5305.95,INR,1.4648092019084484,414691,1.0883632624416506,1454408756151,INR,32.791236635560224,161.81,INR,15.636389623383115,0.961330028368661,Consumer durables,Buy,"Nifty 50, Nifty 500, Nifty Auto, Nifty 200, Nifty India Consumption, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty 50 Equal Weight, Nifty LargeMidCap 250",INE066A01021
EIDPARRY,EID PARRY INDIA LTD,777.9,INR,3.5060874193333804,231377,0.7317106337547571,138000397453,INR,17.047994740302432,45.63,INR,-5.488815244407618,1.03059581320451,Process industries,Strong buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE126A01031
EIHOTEL,EIH LTD,385.15,INR,7.000972357271841,699453,1.1136502734398142,239670828415,INR,33.95067169704876,11.3444,INR,41.734132933533246,0.313111545988258,Consumer services,Neutral,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE230A01023
ELECON,ELECON ENG. CO. LTD,439.95,INR,3.347427766032417,1125568,2.105275758564242,98747187716,INR,26.51962675411101,16.5896,INR,16.379860677530928,0.340870355641404,Producer manufacturing,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE205B01031
ELECTCAST,ELECTROSTEEL CASTINGS LTD,103.98,INR,1.5231400117164637,3587557,1.377323680895202,64322106428,INR,8.354894177768493,12.4454,INR,23.30602094500203,1.34550696780394,Non-energy minerals,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE086A01029
ELGIEQUIP,ELGI EQUIPMENTS LTD,493.8,INR,0.6112469437652811,644206,0.1594850103187722,156172764686,INR,48.15963485282931,10.2534,INR,-20.01092171470922,0.405844155844156,Producer manufacturing,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE285A01027
EMAMILTD,EMAMI LTD,576,INR,1.551480959097312,1062639,2.3075214272840388,253085750161,INR,31.697814171564417,18.1716,INR,10.7126537624975,1.38792505204719,Consumer non-durables,Buy,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE548C01032
EMBDL,EMBASSY DEVELOPMENTS LTD,119.28,INR,3.3980582524271856,10598969,1.6596116653926865,140998492071,INR,,-5.3818,INR,73.82787614707898,0,Finance,,"Nifty MicroCap 250, Nifty Total Market",INE069I01010
EMCURE,EMCURE PHARMACEUTICALS L,1028.35,INR,2.8298585070746416,207858,1.8172582619339046,194925362320,INR,,,,,0,Health technology,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE168P01015
EMIL,ELECTRONICS MART IND LTD,121.4,INR,-1.2687052700064965,738591,0.9638258165704635,46843160164,INR,27.61664278077299,4.3959,INR,-5.780606995884779,0,Retail trade,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE02YR01019
EMUDHRA,EMUDHRA LTD,875.65,INR,0.9685788411645981,173825,1.3551112621770964,72228371458,INR,88.11838344805376,9.9372,INR,9.908973267118679,0.143315753267599,Technology services,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE01QM01018
ENDURANCE,ENDURANCE TECHNO. LTD.,1964.55,INR,1.0311133967600903,93883,0.828854296520477,277633283997,INR,34.483152043221764,56.9713,INR,32.06571376910702,0.430652311589614,Producer manufacturing,Buy,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE913H01037
ENGINERSIN,ENGINEERS INDIA LTD,163.81,INR,1.2235061484273555,5626345,1.378182460756793,92146842944,INR,22.161642946046864,7.3916,INR,-20.094266193894324,1.82982616651418,Industrial services,Strong buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE510A01028
ENTERO,ENTERO HEALTHCARE SOLU L,1169.5,INR,0.3733424880916542,28492,0.5012984636606118,50867035168,INR,56.50468174746587,20.6974,INR,,0,Distribution services,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE010601016
EPIGRAL,EPIGRAL LIMITED,1923.95,INR,0.9788484753057309,48464,1.1484006416863934,83161401921,INR,23.157186497228047,83.0822,INR,76.73942686717027,0.389074780172749,Process industries,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE071N01016
EPL,EPL LTD,203.96,INR,0.5323343848580503,632314,0.795356118697763,65254100673,INR,24.425177237018584,8.3504,INR,-3.3775730997535383,2.35063663075416,Process industries,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE255A01020
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,57.06,INR,-0.24475524475524574,5316446,1.2824258451100894,65063349406,INR,20.962527553269656,2.722,INR,-60.493468795355575,1.75192711983182,Finance,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE063P01018
ERIS,ERIS LIFESCIENCES LTD,1390.9,INR,1.752075789165664,230604,0.8653022445310733,189245540613,INR,57.546545304095986,24.17,INR,-14.7899538871575,0.528834046839587,Health technology,Strong buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE406M01024
ESAFSFB,ESAF SMALL FINANCE BANK L,28.18,INR,3.412844036697247,1381387,1.562401528982742,14549312001,INR,,-5.7246,INR,-159.16960382019454,2.47875354107649,Finance,,"Nifty MicroCap 250, Nifty Total Market",INE818W01011
ESCORTS,ESCORTS KUBOTA LTD,3228.3,INR,0.8497079129049475,169291,0.924362085270793,354951618927,INR,29.67460244507767,108.79,INR,16.465046568889854,0.867571419718659,Producer manufacturing,Neutral,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty MNC, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250",INE042A01014
ETHOSLTD,ETHOS LTD,2584.9,INR,-1.5950966955992116,19713,0.5747883870177659,63264812507,INR,66.91292957950651,38.6308,INR,19.720090741176904,0,Retail trade,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE04TZ01018
EVEREADY,EVEREADY INDS. IND. LTD.,308,INR,1.1162179908076089,102458,0.8956807866339369,22420387310,INR,27.960093321350435,11.0157,INR,80.66224948338636,0.324201653428432,Producer manufacturing,,"Nifty MicroCap 250, Nifty Total Market",INE128A01029
EXIDEIND,EXIDE INDUSTRIES LTD,358.65,INR,0.8435259384226065,3515446,1.7691518091446863,304852494812,INR,38.448344250168844,9.3281,INR,-9.078415127442858,0.557646730796041,Producer manufacturing,Neutral,"Nifty 500, Nifty Auto, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250",INE302A01020
FACT,FACT LTD,672.1,INR,4.233870967741947,887347,2.3289152863550586,434994166443,INR,,-1.4016,INR,-124.31686878675896,0.144291558200074,Process industries,,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE188A01015
FCL,FINEOTEX CHEMICAL LTD,231.58,INR,2.423706324635125,348643,0.6797608145361185,26552778528,INR,22.136193316509903,10.4616,INR,0.297202461986852,0.345199568500539,Process industries,Buy,"Nifty MicroCap 250, Nifty Total Market",INE045J01026
FDC,FDC LTD,413.95,INR,1.4334721881891608,194620,1.784980556166997,67256842502,INR,24.561080818089582,16.8539,INR,-4.027629091406055,1.21036068748487,Health technology,,"Nifty MicroCap 250, Nifty Total Market",INE258B01022
FEDERALBNK,FEDERAL BANK LTD,187.3,INR,0.4074193202530392,6584799,1.0825529439212085,454898871881,INR,11.462668298653611,16.34,INR,-4.276508494434683,0.641025641025641,Finance,Strong buy,"Nifty Bank, Nifty 500, Nifty Private Bank, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty LargeMidCap 250",INE171A01029
FIEMIND,FIEM INDUSTRIES LTD,1370.75,INR,0.5685986793837124,47144,1.3745127366343333,36044774626,INR,18.761411509645207,73.0622,INR,22.08572144707161,1.46038700255568,Producer manufacturing,Buy,"Nifty MicroCap 250, Nifty Total Market",INE737H01014
FINCABLES,FINOLEX CABLES LTD,839,INR,1.1696611600144755,489987,0.9055511016044204,128285521821,INR,18.458505763057907,45.4533,INR,8.518760803338653,0.953743443013829,Producer manufacturing,Strong buy,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty SmallCap 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE235A01022
FINEORG,FINE ORGANIC IND. LTD.,3968.4,INR,-1.223382409677542,24993,0.502496094511809,121709374542,INR,28.4323924650291,139.5732,INR,-4.220921590869307,0.251911377577368,Process industries,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE686Y01026
FINPIPE,FINOLEX INDUSTRIES LTD,174.1,INR,-0.4972280962450732,1226054,1.6562699552489084,108025037076,INR,13.450662875861429,12.9436,INR,68.28009412743606,1.43595634692705,Producer manufacturing,Buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE183A01024
FIVESTAR,FIVE-STAR BUS FIN LTD,726.8,INR,1.2115304275170495,376826,0.62116732166615,213902653320,INR,20.789473684210524,34.96,INR,33.89505936422827,0,Finance,Buy,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE128S01021
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,3938.45,INR,-1.642025872833525,219195,2.3735143540255375,432666183626,INR,94.8822900204294,41.5088,INR,-31.52103260887497,0.0761672633102293,Process industries,Neutral,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250",INE09N301011
FORCEMOT,FORCE MOTORS LTD,8460.05,INR,5.9937481598416325,135698,2.3023191499108413,111502134758,INR,22.017389991776056,384.244,INR,28.363133198414918,0.236340969116144,Consumer durables,,"Nifty MicroCap 250, Nifty Total Market",INE451A01017
FORTIS,FORTIS HEALTHCARE LTD,628.25,INR,0.14346058818840796,10375675,6.78074104658945,473849488653,INR,61.67355473313242,10.1867,INR,39.1454602576186,0.159324464271489,Health services,Strong buy,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE061F01013
FSL,FIRSTSOURCE SOLU. LTD.,317.5,INR,3.555120678408342,3295445,0.5997625952429069,221190029459,INR,39.440993788819874,8.05,INR,7.908847184986604,1.26043800220577,Commercial services,Buy,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE684F01012
FUSION,FUSION FINANCE LTD,158.98,INR,5.620515546106816,862385,1.424146372558151,16032489448,INR,,-91.8989,INR,-290.33386492140085,0,Finance,Sell,"Nifty MicroCap 250, Nifty Total Market",INE139R01012
GABRIEL,GABRIEL INDIA LTD,589.15,INR,0.6405876323881108,653567,0.5116666433106519,84577547856,INR,36.84905117524174,15.9882,INR,40.59515643961378,0.721807065217391,Producer manufacturing,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE524A01029
GAEL,GUJARAT AMBUJA EXPORTS LTD,107.55,INR,2.2727272727272734,1139234,1.3111611912473855,49375896635,INR,15.974274808026497,6.7327,INR,-4.676483080843825,0.325127728750581,Consumer non-durables,,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE036B01030
GAIL,GAIL (INDIA) LTD,175.05,INR,3.911907871304763,33864565,3.1118468451431425,1148669881692,INR,9.26205177859966,18.8997,INR,54.08829644123762,3.72066399542072,Utilities,Buy,"Nifty 500, Nifty Next 50, Nifty Infrastructure, Nifty Oil and Gas, Nifty 200, Nifty Energy, Nifty PSE, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE129A01019
GANESHHOUC,GANESH HOUSING CORP LTD,1117.5,INR,6.236334252305343,184350,1.2124979035329082,93230942942,INR,17.06805227176921,65.4732,INR,38.42640946167085,0.983855820401592,Consumer durables,,"Nifty MicroCap 250, Nifty Total Market",INE460C01014
GATEWAY,GATEWAY DISTRIPARKS LTD,61.6,INR,0.22779043280182326,1722928,1.2948237801205658,30813034041,INR,4.97279493679061,12.3874,INR,131.19447555057857,3.24306794227339,Transportation,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE079J01017
GESHIP,THE GE SHPG.LTD,942.25,INR,-1.1228291096070144,386895,0.9307620968760487,134543766474,INR,4.670152656621729,201.76,INR,18.665390770613364,3.72453310696095,Transportation,Strong buy,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty SmallCap 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE017A01032
GHCL,GHCL LTD,633.25,INR,1.4011208967173738,125723,1.0731164788416219,60579271028,INR,10.126701709665504,62.5327,INR,-33.24725843073248,1.89678337153244,Process industries,Buy,"Nifty MicroCap 250, Nifty Total Market",INE539A01019
GICRE,GENERAL INS CORP OF INDIA,445.35,INR,8.754578754578759,3601721,5.631802037925823,780532560154,INR,10.399032365776947,42.8261,INR,10.37711534595539,2.24769611148573,Finance,Buy,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE481Y01014
GILLETTE,GILLETTE INDIA LTD,8100.15,INR,-1.3307915316588304,40663,1.0742203495053297,264645720586,INR,55.6799356599325,145.477,INR,21.20992462133615,1.35440458527516,Consumer non-durables,Neutral,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE322A01010
GLAND,GLAND PHARMA LTD,1585.4,INR,-0.3926742688405114,3976802,24.740417976485165,259128911634,INR,37.079135209976336,42.7572,INR,6.91972993248311,1.27161749745677,Health technology,Neutral,"Nifty 500, Nifty Pharma, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty MNC, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE068V01023
GLAXO,GLAXOSMITHKLINE PHARMA LTD,2935.65,INR,2.6271630833770354,178487,1.1637567369144444,498663625223,INR,57.88204535685696,50.7178,INR,62.44563024079637,1.08710422611768,Health technology,Buy,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE159A01016
GLENMARK,GLENMARK PHARMACEUTICALS,1514.75,INR,2.431025155531515,846570,1.979593979445259,426513297864,INR,,-6.2313,INR,75.29428556702257,0.165404082172748,Health technology,Buy,"Nifty 500, Nifty Pharma, Nifty Healthcare, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty SmallCap 50, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE935A01035
GMDCLTD,GUJARAT MINERAL DEV CORP,271.71,INR,1.6308210211333294,1988635,2.061059390340947,86432396118,INR,12.95992444694592,20.9654,INR,-22.692812578356612,3.51361295069904,Distribution services,Sell,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE131A01031
GMMPFAUDLR,GMM PFAUDLER LTD,1047.45,INR,-0.40410763525720267,96568,1.2202157945213614,47076956099,INR,40.92336904287489,25.5954,INR,-41.36112460251275,0.190994604402426,Producer manufacturing,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE541A01023
GMRAIRPORT,GMR AIRPORTS LTD,77.36,INR,0.9262883235485893,9877735,1.2849291098938351,817475870529,INR,,-0.5051,INR,65.34476843910807,0,Transportation,Buy,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE776C01039
GNFC,GUJ NAR VAL FER & CHEM L,491,INR,-1.0080645161290323,567607,1.6084589843766604,72177268273,INR,13.982150688286318,35.1162,INR,-22.466075237241515,3.35912052117264,Process industries,,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE113A01013
GOCOLORS,GO FASHION INDIA LTD,688.85,INR,-0.2822814128546514,185676,2.4143365372612657,37187885007,INR,42.931842544810905,16.0452,INR,2.5540727105384344,0,Consumer non-durables,Buy,"Nifty MicroCap 250, Nifty Total Market",INE0BJS01011
GODFRYPHLP,GODFREY PHILLIPS INDIA LTD,6258.9,INR,2.009583414824944,142735,1.1161967590528965,324954225909,INR,32.31946329934374,193.6573,INR,23.3976433945721,1.45603494483868,Consumer non-durables,Strong sell,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE260B01028
GODIGIT,GO DIGIT GENERAL INS LTD,297.25,INR,-0.8174841508174805,1513943,2.178486648784369,274804386200,INR,75.25316455696202,3.95,INR,,0,Finance,Buy,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE03JT01014
GODREJAGRO,GODREJ AGROVET LTD,768.3,INR,1.2920237310481153,1501821,4.832316023514497,147964379193,INR,35.5002518239912,21.6421,INR,24.706702622965942,1.2993762993763,Process industries,Neutral,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE850D01014
GODREJCP,GODREJ CONSUMER PRODUCTS,1111.95,INR,0.9487063095778524,1775108,1.5301785872681917,1137431347076,INR,,-4.4357,INR,-125.41831893093726,2.24850474434501,Consumer non-durables,Buy,"Nifty 500, Nifty Next 50, Nifty FMCG, Nifty 200, Nifty India Consumption, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE102D01028
GODREJIND,GODREJ INDUSTRIES LTD,1206.45,INR,1.0554089709762648,272510,0.3356106812646832,406981773802,INR,83.55669139188431,14.4387,INR,-27.65022448488736,0,Process industries,,"Nifty 500, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE233A01035
GODREJPROP,GODREJ PROPERTIES LTD,2143.95,INR,1.6644142542143778,2847321,3.421829798361937,644610929764,INR,40.03155546012155,53.5565,INR,123.5246243739566,0,Finance,Buy,"Nifty 500, Nifty Realty, Nifty Infrastructure, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250",INE484J01027
GOKEX,GOKALDAS EXPORTS LTD.,879.85,INR,0.9697039247188485,112204,0.5475336974969526,62833313543,INR,41.37238674729388,21.2666,INR,-0.57876430548283,0.113739763421292,Consumer non-durables,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE887G01027
GOPAL,GOPAL SNACKS LTD,282.15,INR,2.3023930384336353,124539,0.8273416900785296,35018878945,INR,41.546413005065375,6.7912,INR,,0.444839857651246,Consumer non-durables,Strong buy,"Nifty MicroCap 250, Nifty Total Market",INE0L9R01028
GPIL,GODAWARI POW & ISP LTD,185.01,INR,1.7768731433601,1994409,0.6243880866263807,123726908405,INR,15.433705390660194,11.9874,INR,-7.468930914704754,0.540686672073533,Non-energy minerals,Strong buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE177H01039
GPPL,GUJARAT PIPAVAV PORT LTD,135.88,INR,-0.3812316715542597,1345393,1.0337748939230331,65602794431.99999,INR,18.748533977233528,7.2475,INR,-6.188516102309212,5.67428150331614,Transportation,Neutral,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE517F01014
GRANULES,GRANULES INDIA LTD,507.45,INR,1.4190066953132738,888457,0.8292483370362752,123259551550,INR,25.679368453013513,19.761,INR,21.185546779178726,0.295101318119221,Health technology,Buy,"Nifty 500, Nifty Pharma, Nifty Healthcare, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE101D01020
GRAPHITE,GRAPHITE INDIA LTD,464.15,INR,1.1991714815218577,347256,0.4186748041093925,90644509728,INR,21.18777531782804,21.9065,INR,-47.86847716412511,2.37094514495096,Process industries,Strong buy,"Nifty 500, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty Total Market, Nifty 500 MultiCap 50:25:25",INE371A01025
GRASIM,GRASIM INDUSTRIES LTD,2469.4,INR,0.050645220104126566,1372022,2.7372637975734113,1686444581295,INR,42.81718860265878,57.6731,INR,-32.31142815561783,0.403559393853791,Non-energy minerals,Buy,"Nifty 50, Nifty 500, Nifty Infrastructure, Nifty 200, Nifty Commodities, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250",INE047A01021
